Unit Name,Market Rent,Default Deposit,Sqft,Bedrooms,Bathrooms,Tags,Revenue,Description
411-302,"2,700.00",500.00,"1,446",3,2.00,Summit,Yes,
411-303,"2,280.00",500.00,"1,331",2,2.00,Ice Age,Yes,"At Delafield Woods Apartments, you can relax and enjoy a lake country atmosphere in the heart of downtown Delafield, Wisconsin. Surround yourself in a peaceful setting that compliments your active lifestyle. This quaint community is surrounded by beautiful lakeside scenery and nature trails. Located within easy driving distance of both Milwaukee and Madison, you’ll love the scenic landscape and wonderful activities this state has to offer both on land and the water. The comforts of home are right outside your door with unique local boutique shopping, recreation and a variety of renowned restaurants nearby to enjoy. Let our apartment homes accommodate your desire for serene surroundings, timeless style and luxury living in Lake Country."
411-304,"2,230.00",500.00,"1,331",2,2.00,Ice Age,Yes,"At Delafield Woods Apartments, you can relax and enjoy a lake country atmosphere in the heart of downtown Delafield, Wisconsin. Surround yourself in a peaceful setting that compliments your active lifestyle. This quaint community is surrounded by beautiful lakeside scenery and nature trails. Located within easy driving distance of both Milwaukee and Madison, you’ll love the scenic landscape and wonderful activities this state has to offer both on land and the water. The comforts of home are right outside your door with unique local boutique shopping, recreation and a variety of renowned restaurants nearby to enjoy. Let our apartment homes accommodate your desire for serene surroundings, timeless style and luxury living in Lake Country."
411-305,"1,710.00",500.00,809,1,1.50,Havenwood,Yes,
411-306,"1,660.00",500.00,809,1,1.50,Havenwood,Yes,
411-307,"1,710.00",500.00,809,1,1.50,Havenwood,Yes,
411-308,"1,660.00",500.00,809,1,1.50,Havenwood,Yes,
411-309,"2,280.00",500.00,"1,331",2,2.00,Ice Age,Yes,
411-310,"2,090.00",500.00,"1,112",2,2.00,Ice Age,Yes,
411-311,"2,750.00",500.00,"1,446",3,2.00,Summit,Yes,
411-312,"2,740.00",500.00,"1,539",3,2.00,Summit,Yes,
828-101,"2,260.00",500.00,"1,184",2,2.00,Lapham,Yes,
828-102,"2,210.00",500.00,"1,184",2,2.00,Lapham,Yes,
828-103,"1,780.00",500.00,812,1,1.00,Muir,Yes,
828-104,"1,720.00",500.00,807,1,1.00,Muir,Yes,"At Delafield Woods Apartments, you can relax and enjoy a lake country atmosphere in the heart of downtown Delafield, Wisconsin. Surround yourself in a peaceful setting that compliments your active lifestyle. This quaint community is surrounded by beautiful lakeside scenery and nature trails. Located within easy driving distance of both Milwaukee and Madison, you’ll love the scenic landscape and wonderful activities this state has to offer both on land and the water. The comforts of home are right outside your door with unique local boutique shopping, recreation and a variety of renowned restaurants nearby to enjoy. Let our apartment homes accommodate your desire for serene surroundings, timeless style and luxury living in Lake Country."
828-105,"2,210.00",500.00,"1,127",2,2.00,Kohler,Yes,
828-106,"2,150.00",500.00,"1,127",2,2.00,Kohler,Yes,
828-107,"1,780.00",500.00,812,1,1.00,Muir,Yes,
828-108,"1,640.00",500.00,652,1,1.00,Nashotah,Yes,
828-109,"2,310.00",500.00,"1,184",2,2.00,Lapham,Yes,
828-110,"2,210.00",500.00,"1,184",2,2.00,Lapham,Yes,
828-201,"2,380.00",500.00,"1,297",2,2.00,Lapham,Yes,
828-202,"2,320.00",500.00,"1,204",2,2.00,Lapham,Yes,"Welcome to Delafield Woods, where luxury meets comfort in the heart of Delafield, WI. Our spacious 2-bedroom, 2-bathroom apartments are designed to provide you with the utmost convenience and style. Inside, you'll find sleek stainless steel appliances, central heating and air conditioning, in-unit laundry, walk-in closets, large windows, walk-in closets and more. Enjoy luxurious amenities like our heated pool, community grill, and heated underground parking lot which connects directly to your building. Located in the heart of Delafield, you'll be steps away from grocery, dining, shops, schools, and whatever else you may need. Don't miss out on this great opportunity to call Delafield Woods your new home."
828-203,"1,790.00",500.00,818,1,1.00,Muir,Yes,
828-204,"1,730.00",500.00,818,1,1.00,Muir,Yes,
828-205,"2,220.00",500.00,"1,127",2,2.00,Kohler,Yes,
828-206,"2,170.00",500.00,"1,127",2,2.00,Kohler,Yes,
828-207,"1,790.00",500.00,818,1,1.00,Muir,Yes,
828-208,"1,650.00",500.00,663,1,1.00,Nashotah,Yes,
828-209,"2,380.00",500.00,"1,297",2,2.00,Lapham,Yes,
828-210,"2,320.00",500.00,"1,204",2,2.00,Lapham,Yes,
828-301,"2,790.00",500.00,"1,539",3,2.00,Summit,Yes,
828-302,"2,700.00",500.00,"1,446",3,2.00,Summit,Yes,
828-303,"2,280.00",500.00,"1,331",2,2.00,Ice Age,Yes,"At Delafield Woods Apartments, you can relax and enjoy a lake country atmosphere in the heart of downtown Delafield, Wisconsin. Surround yourself in a peaceful setting that compliments your active lifestyle. This quaint community is surrounded by beautiful lakeside scenery and nature trails. Located within easy driving distance of both Milwaukee and Madison, you’ll love the scenic landscape and wonderful activities this state has to offer both on land and the water. The comforts of home are right outside your door with unique local boutique shopping, recreation and a variety of renowned restaurants nearby to enjoy. Let our apartment homes accommodate your desire for serene surroundings, timeless style and luxury living in Lake Country."
828-304,"2,230.00",500.00,"1,331",2,2.00,Ice Age,Yes,
828-305,"1,710.00",500.00,809,1,1.50,Havenwood,Yes,"At Delafield Woods Apartments, you can relax and enjoy a lake country atmosphere in the heart of downtown Delafield, Wisconsin. Surround yourself in a peaceful setting that compliments your active lifestyle. This quaint community is surrounded by beautiful lakeside scenery and nature trails. Located within easy driving distance of both Milwaukee and Madison, you’ll love the scenic landscape and wonderful activities this state has to offer both on land and the water. The comforts of home are right outside your door with unique local boutique shopping, recreation and a variety of renowned restaurants nearby to enjoy. Let our apartment homes accommodate your desire for serene surroundings, timeless style and luxury living in Lake Country."
828-306,"1,660.00",500.00,809,1,1.50,Havenwood,Yes,"At Delafield Woods Apartments, you can relax and enjoy a lake country atmosphere in the heart of downtown Delafield, Wisconsin. Surround yourself in a peaceful setting that compliments your active lifestyle. This quaint community is surrounded by beautiful lakeside scenery and nature trails. Located within easy driving distance of both Milwaukee and Madison, you’ll love the scenic landscape and wonderful activities this state has to offer both on land and the water. The comforts of home are right outside your door with unique local boutique shopping, recreation and a variety of renowned restaurants nearby to enjoy. Let our apartment homes accommodate your desire for serene surroundings, timeless style and luxury living in Lake Country."
828-307,"1,710.00",500.00,809,1,1.50,Havenwood,Yes,
828-308,"1,660.00",500.00,809,1,1.50,Havenwood,Yes,
828-309,"2,280.00",500.00,"1,331",2,2.00,Ice Age,Yes,
828-310,"2,090.00",500.00,"1,112",2,2.00,Ice Age,Yes,
828-311,"2,750.00",500.00,"1,446",3,2.00,Summit,Yes,
828-312,"2,740.00",500.00,"1,539",3,2.00,Summit,Yes,
,"135,240.00","32,000.00","69,514",112,108.00,,,
"-> Firehouse - 1329 W. Dayton Street Madison, WI 53715","","","","","","","",""
135,"3,075.00","3,075.00","1,200",3,1.50,,Yes,
137,"3,075.00","3,075.00","1,200",3,1.50,,Yes,
139,"3,075.00","3,075.00","1,200",3,1.50,,Yes,
1329,"3,075.00","3,075.00","1,200",3,1.50,,Yes,
1331,"3,075.00","3,075.00","1,200",3,1.50,,Yes,
1333,"3,075.00","3,075.00","1,200",3,1.50,,Yes,
,"18,450.00","18,450.00","7,200",18,9.00,,,
"-> Hartland Riverwalk - 180 & 200 E. Capitol Drive & 211 Lawn Street Hartland, WI 53029","","","","","","","",""
180-101,"2,100.00",500.00,"1,180",2,2.00,Brandy,Yes,
180-102,"2,060.00",500.00,"1,169",2,2.00,Underwood,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
180-103,"1,660.00",500.00,813,1,1.00,Fox,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
180-104,"1,650.00",500.00,800,1,1.00,Fox,Yes,
180-105,"1,550.00",500.00,758,1,1.00,Fox,Yes,
180-106,"1,580.00",500.00,761,1,1.00,Fox,Yes,
180-109,"1,620.00",500.00,800,1,1.00,Fox,Yes,
180-110,"1,690.00",500.00,813,1,1.00,Fox,Yes,
180-112,"2,070.00",500.00,"1,145",2,2.00,Brandy,Yes,
180-114,"1,800.00",500.00,925,1,1.00,Mill,Yes,
180-201,"2,110.00",500.00,"1,181",2,2.00,Brandy,Yes,
180-202,"2,220.00",500.00,"1,242",2,2.00,Underwood,Yes,
180-203,"1,670.00",500.00,820,1,1.00,Fox,Yes,
180-204,"1,700.00",500.00,816,1,1.00,Fox,Yes,
180-205,"1,580.00",500.00,770,1,1.00,Fox,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
180-206,"1,620.00",500.00,770,1,1.00,Fox,Yes,
180-209,"1,670.00",500.00,820,1,1.00,Fox,Yes,
180-210,"1,700.00",500.00,816,1,1.00,Fox,Yes,
180-212,"2,080.00",500.00,"1,134",2,2.00,Brandy,Yes,
180-214,"1,850.00",500.00,"1,015",1,1.00,Mill,Yes,
180-301,"2,740.00",500.00,"1,550",3,2.00,Battle,Yes,
180-302,"2,740.00",500.00,"1,589",3,2.00,Redwing,Yes,
180-303,"1,650.00",500.00,845,1,1.50,Jewel,Yes,
180-304,"2,310.00",500.00,"1,272",2,2.00,Pebble,Yes,
180-305,"1,650.00",500.00,845,1,1.50,Jewel,Yes,
180-306,"1,680.00",500.00,845,1,1.50,Jewel,Yes,
180-307,"1,650.00",500.00,845,1,1.50,Jewel,Yes,
180-308,"1,680.00",500.00,845,1,1.50,Jewel,Yes,
180-309,"2,270.00",500.00,"1,272",2,2.00,Pebble,Yes,
180-310,"1,680.00",500.00,845,1,1.50,Jewel,Yes,
180-312,"2,090.00",500.00,"1,145",2,2.00,Brandy,Yes,
180-314,"2,710.00",500.00,"1,542",3,2.00,Spring,Yes,
200,"10,831.00",,"6,714",,,Commercial,Yes,
211-101,"1,810.00",500.00,870,1,1.00,Bark,Yes,
211-102,"2,090.00",500.00,"1,169",2,2.00,Underwood,Yes,
211-104,"1,650.00",500.00,800,1,1.00,Fox,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and steps from recreational activities, shopping, and local restaurants. At home, you'll find sleek stainless steel appliances, central heating and air conditioning, in-unit laundry, walk-in closets, large windows, walk-in closets and more. Step outside to enjoy the relaxing sounds from the Bark River and shared community grill. Don't miss out on this great opportunity to call Hartland Riverwalk your new home."
211-105,"1,620.00",500.00,800,1,1.00,Fox,Yes,
211-106,"1,610.00",500.00,770,1,1.00,Fox,Yes,
211-109,"1,570.00",500.00,770,1,1.00,Fox,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
211-111,"1,620.00",500.00,800,1,1.00,Fox,Yes,
211-115,"2,180.00",500.00,"1,227",2,2.00,Mason,Yes,
211-117,"1,580.00",500.00,761,1,1.00,Fox,Yes,
211-120,"1,840.00",500.00,"1,037",1,1.00,Poplar,Yes,
211-121,"1,650.00",500.00,761,1,1.00,Fox,Yes,
211-122,"2,130.00",500.00,"1,181",2,2.00,Brandy,Yes,
211-123,"2,090.00",500.00,"1,169",2,2.00,Underwood,Yes,
211-201,"1,820.00",500.00,870,1,1.00,Bark,Yes,
211-202,"2,100.00",500.00,"1,200",2,2.00,Underwood,Yes,
211-204,"1,660.00",500.00,800,1,1.00,Fox,Yes,
211-205,"1,670.00",500.00,820,1,1.00,Fox,Yes,
211-206,"1,620.00",500.00,770,1,1.00,Fox,Yes,
211-209,"1,580.00",500.00,770,1,1.00,Fox,Yes,
211-211,"1,670.00",500.00,820,1,1.00,Fox,Yes,
211-215,"2,190.00",500.00,"1,227",2,2.00,Mason,Yes,
211-217,"1,560.00",500.00,761,1,1.00,Fox,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
211-220,"1,850.00",500.00,"1,037",1,1.00,Poplar,Yes,
211-221,"1,630.00",500.00,800,1,1.00,Fox,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
211-222,"2,310.00",500.00,"1,181",2,2.00,Brandy,Yes,
211-223,"2,100.00",500.00,"1,200",2,2.00,Underwood,Yes,
211-301,"2,480.00",500.00,"1,448",2,2.00,Pebble,Yes,
211-302,"2,110.00",500.00,"1,169",2,2.00,Underwood,Yes,
211-304,"1,680.00",500.00,845,1,1.50,Jewel,Yes,
211-305,"2,270.00",500.00,"1,272",2,2.00,Pebble,Yes,
211-306,"1,680.00",500.00,845,1,1.50,Jewel,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
211-308,"1,680.00",500.00,845,1,1.50,Jewel,Yes,
211-309,"1,650.00",500.00,845,1,1.50,Jewel,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
211-311,"1,700.00",500.00,910,1,1.50,Jewel,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
211-313,"1,650.00",500.00,845,1,1.50,Jewel,Yes,
211-315,"2,200.00",500.00,"1,227",2,2.00,Mason,Yes,
211-317,"1,650.00",500.00,845,1,1.50,Jewel,Yes,
211-319,"1,700.00",500.00,910,1,1.50,Jewel,Yes,
211-320,"1,860.00",500.00,"1,037",1,1.00,Poplar,Yes,
211-321,"1,650.00",500.00,845,1,1.50,Jewel,Yes,"Nestled beside the Bark River in downtown Hartland, Wisconsin, our Hartland Riverwalk Apartments are surrounded by beautiful scenery and is steps from recreational activities, shopping, and local restaurants. Located in lake country, the quaint, small-town vibe provides a warm and inviting atmosphere to everyone who chooses to visit and call it home. Our luxury apartment community has upscale modern amenities and is located just 20 miles west of Milwaukee. There are twelve lakes within a five mile radius, numerous parks and golf courses, and a number of civic and community organizations to get involved with. Embrace lake country living with our neighborly luxury community at Hartland Riverwalk Apartments."
211-322,"2,740.00",500.00,"1,550",3,2.00,Battle,Yes,
211-323,"2,740.00",500.00,"1,502",3,2.00,Redwing,Yes,
,"150,301.00","37,000.00","80,013",105,107.50,,,
"-> Joe's Soley Owned Parent LLC - 101 N Mills Madison, WI 53705","","","","","","","",""
Joe's Soley Owned Parent LLC,,,,,,,Yes,
"-> Lakelawn - 210 Lakelawn Place Madison, WI 53715","","","","","","","",""
210-1A,"2,120.00","2,120.00",500,2,1.00,remodel,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4, and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-1B,"2,890.00","2,890.00",,3,1.00,Remodeled,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4 and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-1C,"1,380.00","1,380.00",,1,1.00,,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4 and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-1D,"1,960.00","2,120.00",,2,1.00,remodel,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4, and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-1E,"2,120.00","2,120.00",,2,1.00,remodel,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4 and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-1F,"1,960.00","2,120.00",,2,1.00,remodel,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4 and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-2A,"1,960.00","1,960.00",,2,1.00,,Yes,
210-2B,"2,890.00","2,890.00",,3,1.00,remodel,Yes,
210-2C,"1,630.00","1,630.00",,1,1.00,Remodeled,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4 and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-2D,"1,960.00","2,120.00",,2,1.00,remodel,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4, and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-2E,"1,960.00","1,960.00",,2,1.00,,Yes,
210-2F,"2,120.00","2,120.00",,2,1.00,remodel,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4 and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-3A,"2,890.00","2,890.00",,3,1.00,remodel,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4 and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-3B,"3,920.00","4,000.00",,4,1.50,remodel,Yes,
210-3C,"3,180.00","3,180.00",,3,1.50,remodel,Yes,
210-3D,"3,180.00","3,180.00",,3,1.50,remodel,Yes,
210-3E,"1,960.00","2,120.00",,2,1.00,remodel,Yes,"Just steps from Lake Mendota, Lakelawn Place has the perks of lake living and the convenience of State Street nearby. Choose between 1, 2, 3, 4, and 5 bedroom apartments. Many units are recently remodeled and feature granite countertops, stainless steel appliances, and new cabinetry and lighting. Choose between flat and multi-level floor plans. Coin-operated laundry is located on each floor and underground parking is available. This is the sister property to our 640 N. Henry Street Lake House location."
210-3F,"4,730.00","4,730.00",,5,2.00,remodel,Yes,
210-3G,"3,960.00","4,100.00",,4,2.00,remodel,Yes,
,"48,770.00","49,630.00",500,48,22.50,,,
"-> Maple Bluff House - 1215 Farwell Drive House Madison, WI 53704","","","","","","","",""
1,"6,150.00",500.00,"3,000",4,1.50,,Yes,
"-> Midtown Terrace - 8002 Starr Grass Drive Madison, WI 53719","","","","","","","",""
1322-101,"1,995.00",500.00,"1,175",2,2.00,,Yes,
1322-102,"1,955.00",500.00,"1,140",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-103,"1,505.00",500.00,775,1,1.00,,Yes,
1322-104,"1,475.00",500.00,775,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-105,"1,540.00",500.00,830,1,1.00,Remodeled,Yes,
1322-106,"1,900.00",500.00,"1,110",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-107,"1,505.00",500.00,770,1,1.00,,Yes,
1322-108,"1,845.00",500.00,"1,090",2,2.00,Remodeled,Yes,
1322-109,"1,900.00",500.00,"1,140",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-110,"1,670.00",500.00,850,1,1.00,,Yes,
1322-201,"1,915.00",500.00,"1,175",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-202,"1,965.00",500.00,"1,140",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-203,"1,535.00",500.00,775,1,1.00,,Yes,
1322-204,"1,455.00",500.00,775,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-205,"1,530.00",500.00,830,1,1.00,Remodeled,Yes,
1322-206,"1,910.00",500.00,"1,110",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-207,"1,465.00",500.00,770,1,1.00,,Yes,
1322-208,"1,785.00",500.00,"1,090",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-209,"1,935.00",500.00,"1,140",2,2.00,,Yes,
1322-210,"1,705.00",500.00,935,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-301,"2,035.00",500.00,"1,250",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-302,"2,365.00",500.00,"1,550",3,2.00,Remodeled,Yes,
1322-303,"1,865.00",500.00,"1,055",2,2.00,Remodeled,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-304,"1,885.00",500.00,"1,055",2,2.00,,Yes,
1322-305,"1,950.00",500.00,"1,155",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1322-306,"2,325.00",500.00,"1,445",3,2.00,,Yes,
1322-307,"1,515.00",500.00,770,1,1.00,,Yes,
1322-308,"1,795.00",500.00,"1,090",2,2.00,,Yes,
1322-309,"2,350.00",500.00,"1,465",3,2.00,,Yes,
1322-310,"1,695.00",500.00,935,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-101,"1,800.00",500.00,"1,000",2,2.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
1330-102,"1,825.00",500.00,"1,050",2,2.00,,Yes,
1330-103,"1,475.00",500.00,775,1,1.00,,Yes,"Midtown Terrace offers spacious, uniquely designed apartments conveniently located on Madison’s Westside in a quiet, residential neighborhood. Our property boasts beautiful views of the adjacent city park, complete with a walking trail."
